step,ego_x,ego_y,ego_theta,ego_v,obs_x,obs_y,goal_x,goal_y,plan_k,plan_x,plan_y,num_scenarios,num_constraints
40,15.0602,0.0884,-0.2703,0.0696,3.8000,0.5000,15.0000,0.0000,1,15.0669,0.0863,9,144
40,15.0602,0.0884,-0.2703,0.0696,3.8000,0.5000,15.0000,0.0000,2,15.0738,0.0835,9,144
40,15.0602,0.0884,-0.2703,0.0696,3.8000,0.5000,15.0000,0.0000,3,15.0815,0.0795,9,144
40,15.0602,0.0884,-0.2703,0.0696,3.8000,0.5000,15.0000,0.0000,4,15.0905,0.0740,9,144
41,15.0669,0.0863,-0.3503,0.0700,3.7200,0.5000,15.0000,0.0000,0,15.0669,0.0863,15,240
41,15.0669,0.0863,-0.3503,0.0700,3.7200,0.5000,15.0000,0.0000,1,15.0734,0.0836,15,240
41,15.0669,0.0863,-0.3503,0.0700,3.7200,0.5000,15.0000,0.0000,2,15.0801,0.0802,15,240
41,15.0669,0.0863,-0.3503,0.0700,3.7200,0.5000,15.0000,0.0000,3,15.0877,0.0756,15,240
41,15.0669,0.0863,-0.3503,0.0700,3.7200,0.5000,15.0000,0.0000,4,15.0963,0.0692,15,240
42,15.0734,0.0836,-0.4303,0.0710,3.6400,0.5000,15.0000,0.0000,0,15.0734,0.0836,15,240
42,15.0734,0.0836,-0.4303,0.0710,3.6400,0.5000,15.0000,0.0000,1,15.0798,0.0804,15,240
42,15.0734,0.0836,-0.4303,0.0710,3.6400,0.5000,15.0000,0.0000,2,15.0864,0.0763,15,240
42,15.0734,0.0836,-0.4303,0.0710,3.6400,0.5000,15.0000,0.0000,3,15.0936,0.0710,15,240
42,15.0734,0.0836,-0.4303,0.0710,3.6400,0.5000,15.0000,0.0000,4,15.1019,0.0639,15,240
43,15.0798,0.0804,-0.5103,0.0722,3.5600,0.5000,15.0000,0.0000,0,15.0798,0.0804,15,240
43,15.0798,0.0804,-0.5103,0.0722,3.5600,0.5000,15.0000,0.0000,1,15.0860,0.0766,15,240
43,15.0798,0.0804,-0.5103,0.0722,3.5600,0.5000,15.0000,0.0000,2,15.0924,0.0719,15,240
43,15.0798,0.0804,-0.5103,0.0722,3.5600,0.5000,15.0000,0.0000,3,15.0993,0.0659,15,240
43,15.0798,0.0804,-0.5103,0.0722,3.5600,0.5000,15.0000,0.0000,4,15.1071,0.0580,15,240
44,15.0860,0.0766,-0.5903,0.0737,3.4800,0.5000,15.0000,0.0000,0,15.0860,0.0766,3,48
44,15.0860,0.0766,-0.5903,0.0737,3.4800,0.5000,15.0000,0.0000,1,15.0920,0.0722,3,48
44,15.0860,0.0766,-0.5903,0.0737,3.4800,0.5000,15.0000,0.0000,2,15.0981,0.0669,3,48
44,15.0860,0.0766,-0.5903,0.0737,3.4800,0.5000,15.0000,0.0000,3,15.1047,0.0602,3,48
44,15.0860,0.0766,-0.5903,0.0737,3.4800,0.5000,15.0000,0.0000,4,15.1120,0.0516,3,48
45,15.0920,0.0722,-0.6703,0.0754,3.4000,0.5000,15.0000,0.0000,0,15.0920,0.0722,15,240
45,15.0920,0.0722,-0.6703,0.0754,3.4000,0.5000,15.0000,0.0000,1,15.0978,0.0672,15,240
45,15.0920,0.0722,-0.6703,0.0754,3.4000,0.5000,15.0000,0.0000,2,15.1036,0.0613,15,240
45,15.0920,0.0722,-0.6703,0.0754,3.4000,0.5000,15.0000,0.0000,3,15.1098,0.0540,15,240
45,15.0920,0.0722,-0.6703,0.0754,3.4000,0.5000,15.0000,0.0000,4,15.1165,0.0446,15,240
46,15.0978,0.0672,-0.7503,0.0772,3.3200,0.5000,15.0000,0.0000,0,15.0978,0.0672,15,240
46,15.0978,0.0672,-0.7503,0.0772,3.3200,0.5000,15.0000,0.0000,1,15.1033,0.0617,15,240
46,15.0978,0.0672,-0.7503,0.0772,3.3200,0.5000,15.0000,0.0000,2,15.1087,0.0552,15,240
46,15.0978,0.0672,-0.7503,0.0772,3.3200,0.5000,15.0000,0.0000,3,15.1144,0.0472,15,240
46,15.0978,0.0672,-0.7503,0.0772,3.3200,0.5000,15.0000,0.0000,4,15.1204,0.0372,15,240
47,15.1033,0.0617,-0.8303,0.0790,3.2400,0.5000,15.0000,0.0000,0,15.1033,0.0617,15,240
47,15.1033,0.0617,-0.8303,0.0790,3.2400,0.5000,15.0000,0.0000,1,15.1084,0.0555,15,240
47,15.1033,0.0617,-0.8303,0.0790,3.2400,0.5000,15.0000,0.0000,2,15.1134,0.0485,15,240
47,15.1033,0.0617,-0.8303,0.0790,3.2400,0.5000,15.0000,0.0000,3,15.1186,0.0400,15,240
47,15.1033,0.0617,-0.8303,0.0790,3.2400,0.5000,15.0000,0.0000,4,15.1239,0.0293,15,240
48,15.1084,0.0555,-0.9103,0.0809,3.1600,0.5000,15.0000,0.0000,0,15.1084,0.0555,4,64
48,15.1084,0.0555,-0.9103,0.0809,3.1600,0.5000,15.0000,0.0000,1,15.1132,0.0489,4,64
48,15.1084,0.0555,-0.9103,0.0809,3.1600,0.5000,15.0000,0.0000,2,15.1177,0.0413,4,64
48,15.1084,0.0555,-0.9103,0.0809,3.1600,0.5000,15.0000,0.0000,3,15.1222,0.0322,4,64
48,15.1084,0.0555,-0.9103,0.0809,3.1600,0.5000,15.0000,0.0000,4,15.1267,0.0209,4,64
49,15.1132,0.0489,-0.9903,0.0828,3.0800,0.5000,15.0000,0.0000,0,15.1132,0.0489,5,80
49,15.1132,0.0489,-0.9903,0.0828,3.0800,0.5000,15.0000,0.0000,1,15.1175,0.0417,5,80
49,15.1132,0.0489,-0.9903,0.0828,3.0800,0.5000,15.0000,0.0000,2,15.1215,0.0336,5,80
49,15.1132,0.0489,-0.9903,0.0828,3.0800,0.5000,15.0000,0.0000,3,15.1253,0.0240,5,80
49,15.1132,0.0489,-0.9903,0.0828,3.0800,0.5000,15.0000,0.0000,4,15.1290,0.0123,5,80
50,15.1175,0.0417,-1.0703,0.0847,3.0000,0.5000,15.0000,0.0000,0,15.1175,0.0417,5,80
50,15.1175,0.0417,-1.0703,0.0847,3.0000,0.5000,15.0000,0.0000,1,15.1213,0.0340,5,80
50,15.1175,0.0417,-1.0703,0.0847,3.0000,0.5000,15.0000,0.0000,2,15.1247,0.0255,5,80
50,15.1175,0.0417,-1.0703,0.0847,3.0000,0.5000,15.0000,0.0000,3,15.1278,0.0154,5,80
50,15.1175,0.0417,-1.0703,0.0847,3.0000,0.5000,15.0000,0.0000,4,15.1305,0.0032,5,80
51,15.1213,0.0340,-1.1503,0.0865,2.9200,0.5000,15.0000,0.0000,0,15.1213,0.0340,15,240
51,15.1213,0.0340,-1.1503,0.0865,2.9200,0.5000,15.0000,0.0000,1,15.1245,0.0259,15,240
51,15.1213,0.0340,-1.1503,0.0865,2.9200,0.5000,15.0000,0.0000,2,15.1273,0.0170,15,240
51,15.1213,0.0340,-1.1503,0.0865,2.9200,0.5000,15.0000,0.0000,3,15.1296,0.0065,15,240
51,15.1213,0.0340,-1.1503,0.0865,2.9200,0.5000,15.0000,0.0000,4,15.1314,-0.0060,15,240
52,15.1245,0.0259,-1.2303,0.0883,2.8400,0.5000,15.0000,0.0000,0,15.1245,0.0259,15,240
52,15.1245,0.0259,-1.2303,0.0883,2.8400,0.5000,15.0000,0.0000,1,15.1272,0.0174,15,240
52,15.1245,0.0259,-1.2303,0.0883,2.8400,0.5000,15.0000,0.0000,2,15.1293,0.0081,15,240
52,15.1245,0.0259,-1.2303,0.0883,2.8400,0.5000,15.0000,0.0000,3,15.1308,-0.0026,15,240
52,15.1245,0.0259,-1.2303,0.0883,2.8400,0.5000,15.0000,0.0000,4,15.1315,-0.0155,15,240
53,15.1272,0.0174,-1.3103,0.0900,2.7600,0.5000,15.0000,0.0000,0,15.1272,0.0174,15,240
53,15.1272,0.0174,-1.3103,0.0900,2.7600,0.5000,15.0000,0.0000,1,15.1292,0.0086,15,240
53,15.1272,0.0174,-1.3103,0.0900,2.7600,0.5000,15.0000,0.0000,2,15.1305,-0.0010,15,240
53,15.1272,0.0174,-1.3103,0.0900,2.7600,0.5000,15.0000,0.0000,3,15.1312,-0.0120,15,240
53,15.1272,0.0174,-1.3103,0.0900,2.7600,0.5000,15.0000,0.0000,4,15.1309,-0.0250,15,240
54,15.1292,0.0086,-1.3903,0.0916,2.6800,0.5000,15.0000,0.0000,0,15.1292,0.0086,4,64
54,15.1292,0.0086,-1.3903,0.0916,2.6800,0.5000,15.0000,0.0000,1,15.1305,-0.0006,4,64
54,15.1292,0.0086,-1.3903,0.0916,2.6800,0.5000,15.0000,0.0000,2,15.1310,-0.0104,4,64
54,15.1292,0.0086,-1.3903,0.0916,2.6800,0.5000,15.0000,0.0000,3,15.1308,-0.0216,4,64
54,15.1292,0.0086,-1.3903,0.0916,2.6800,0.5000,15.0000,0.0000,4,15.1295,-0.0347,4,64
55,15.1305,-0.0006,-1.4703,0.0932,2.6000,0.5000,15.0000,0.0000,0,15.1305,-0.0006,6,96
55,15.1305,-0.0006,-1.4703,0.0932,2.6000,0.5000,15.0000,0.0000,1,15.1310,-0.0100,6,96
55,15.1305,-0.0006,-1.4703,0.0932,2.6000,0.5000,15.0000,0.0000,2,15.1308,-0.0199,6,96
55,15.1305,-0.0006,-1.4703,0.0932,2.6000,0.5000,15.0000,0.0000,3,15.1297,-0.0312,6,96
55,15.1305,-0.0006,-1.4703,0.0932,2.6000,0.5000,15.0000,0.0000,4,15.1273,-0.0443,6,96
56,15.1310,-0.0100,-1.5503,0.0947,2.5200,0.5000,15.0000,0.0000,0,15.1310,-0.0100,4,64
56,15.1310,-0.0100,-1.5503,0.0947,2.5200,0.5000,15.0000,0.0000,1,15.1308,-0.0195,4,64
56,15.1310,-0.0100,-1.5503,0.0947,2.5200,0.5000,15.0000,0.0000,2,15.1298,-0.0296,4,64
56,15.1310,-0.0100,-1.5503,0.0947,2.5200,0.5000,15.0000,0.0000,3,15.1278,-0.0408,4,64
56,15.1310,-0.0100,-1.5503,0.0947,2.5200,0.5000,15.0000,0.0000,4,15.1243,-0.0538,4,64
57,15.1308,-0.0195,-1.6303,0.0961,2.4400,0.5000,15.0000,0.0000,0,15.1308,-0.0195,4,64
57,15.1308,-0.0195,-1.6303,0.0961,2.4400,0.5000,15.0000,0.0000,1,15.1299,-0.0291,4,64
57,15.1308,-0.0195,-1.6303,0.0961,2.4400,0.5000,15.0000,0.0000,2,15.1280,-0.0392,4,64
57,15.1308,-0.0195,-1.6303,0.0961,2.4400,0.5000,15.0000,0.0000,3,15.1251,-0.0504,4,64
57,15.1308,-0.0195,-1.6303,0.0961,2.4400,0.5000,15.0000,0.0000,4,15.1205,-0.0631,4,64
58,15.1299,-0.0291,-1.7103,0.0974,2.3600,0.5000,15.0000,0.0000,0,15.1299,-0.0291,3,48
58,15.1299,-0.0291,-1.7103,0.0974,2.3600,0.5000,15.0000,0.0000,1,15.1281,-0.0388,3,48
58,15.1299,-0.0291,-1.7103,0.0974,2.3600,0.5000,15.0000,0.0000,2,15.1255,-0.0488,3,48
58,15.1299,-0.0291,-1.7103,0.0974,2.3600,0.5000,15.0000,0.0000,3,15.1215,-0.0598,3,48
58,15.1299,-0.0291,-1.7103,0.0974,2.3600,0.5000,15.0000,0.0000,4,15.1160,-0.0723,3,48
59,15.1281,-0.0388,-1.7903,0.0987,2.2800,0.5000,15.0000,0.0000,0,15.1281,-0.0388,15,240
59,15.1281,-0.0388,-1.7903,0.0987,2.2800,0.5000,15.0000,0.0000,1,15.1256,-0.0483,15,240
59,15.1281,-0.0388,-1.7903,0.0987,2.2800,0.5000,15.0000,0.0000,2,15.1221,-0.0582,15,240
59,15.1281,-0.0388,-1.7903,0.0987,2.2800,0.5000,15.0000,0.0000,3,15.1173,-0.0690,15,240
59,15.1281,-0.0388,-1.7903,0.0987,2.2800,0.5000,15.0000,0.0000,4,15.1107,-0.0811,15,240
60,15.1256,-0.0483,-1.8703,0.0998,2.2000,0.5000,15.0000,0.0000,0,15.1256,-0.0483,5,80
60,15.1256,-0.0483,-1.8703,0.0998,2.2000,0.5000,15.0000,0.0000,1,15.1222,-0.0578,5,80
60,15.1256,-0.0483,-1.8703,0.0998,2.2000,0.5000,15.0000,0.0000,2,15.1179,-0.0675,5,80
60,15.1256,-0.0483,-1.8703,0.0998,2.2000,0.5000,15.0000,0.0000,3,15.1122,-0.0779,5,80
60,15.1256,-0.0483,-1.8703,0.0998,2.2000,0.5000,15.0000,0.0000,4,15.1046,-0.0895,5,80
61,15.1222,-0.0578,-1.9503,0.1009,2.1200,0.5000,15.0000,0.0000,0,15.1222,-0.0578,15,240
61,15.1222,-0.0578,-1.9503,0.1009,2.1200,0.5000,15.0000,0.0000,1,15.1181,-0.0671,15,240
61,15.1222,-0.0578,-1.9503,0.1009,2.1200,0.5000,15.0000,0.0000,2,15.1130,-0.0765,15,240
61,15.1222,-0.0578,-1.9503,0.1009,2.1200,0.5000,15.0000,0.0000,3,15.1064,-0.0865,15,240
61,15.1222,-0.0578,-1.9503,0.1009,2.1200,0.5000,15.0000,0.0000,4,15.0978,-0.0975,15,240
62,15.1181,-0.0671,-2.0303,0.1020,2.0400,0.5000,15.0000,0.0000,0,15.1181,-0.0671,4,64
62,15.1181,-0.0671,-2.0303,0.1020,2.0400,0.5000,15.0000,0.0000,1,15.1132,-0.0761,4,64
62,15.1181,-0.0671,-2.0303,0.1020,2.0400,0.5000,15.0000,0.0000,2,15.1073,-0.0851,4,64
62,15.1181,-0.0671,-2.0303,0.1020,2.0400,0.5000,15.0000,0.0000,3,15.0999,-0.0946,4,64
62,15.1181,-0.0671,-2.0303,0.1020,2.0400,0.5000,15.0000,0.0000,4,15.0904,-0.1050,4,64
63,15.1132,-0.0761,-2.1103,0.1029,1.9600,0.5000,15.0000,0.0000,0,15.1132,-0.0761,3,48
63,15.1132,-0.0761,-2.1103,0.1029,1.9600,0.5000,15.0000,0.0000,1,15.1075,-0.0847,3,48
63,15.1132,-0.0761,-2.1103,0.1029,1.9600,0.5000,15.0000,0.0000,2,15.1009,-0.0933,3,48
63,15.1132,-0.0761,-2.1103,0.1029,1.9600,0.5000,15.0000,0.0000,3,15.0926,-0.1023,3,48
63,15.1132,-0.0761,-2.1103,0.1029,1.9600,0.5000,15.0000,0.0000,4,15.0823,-0.1119,3,48
64,15.1075,-0.0847,-2.1903,0.1038,1.8800,0.5000,15.0000,0.0000,0,15.1075,-0.0847,3,48
64,15.1075,-0.0847,-2.1903,0.1038,1.8800,0.5000,15.0000,0.0000,1,15.1012,-0.0929,3,48
64,15.1075,-0.0847,-2.1903,0.1038,1.8800,0.5000,15.0000,0.0000,2,15.0938,-0.1010,3,48
64,15.1075,-0.0847,-2.1903,0.1038,1.8800,0.5000,15.0000,0.0000,3,15.0848,-0.1094,3,48
64,15.1075,-0.0847,-2.1903,0.1038,1.8800,0.5000,15.0000,0.0000,4,15.0737,-0.1182,3,48
65,15.1012,-0.0929,-2.2703,0.1046,1.8000,0.5000,15.0000,0.0000,0,15.1012,-0.0929,4,64
65,15.1012,-0.0929,-2.2703,0.1046,1.8000,0.5000,15.0000,0.0000,1,15.0941,-0.1007,4,64
65,15.1012,-0.0929,-2.2703,0.1046,1.8000,0.5000,15.0000,0.0000,2,15.0860,-0.1082,4,64
65,15.1012,-0.0929,-2.2703,0.1046,1.8000,0.5000,15.0000,0.0000,3,15.0764,-0.1159,4,64
65,15.1012,-0.0929,-2.2703,0.1046,1.8000,0.5000,15.0000,0.0000,4,15.0645,-0.1238,4,64
66,15.0941,-0.1007,-2.3503,0.1054,1.7200,0.5000,15.0000,0.0000,0,15.0941,-0.1007,3,48
66,15.0941,-0.1007,-2.3503,0.1054,1.7200,0.5000,15.0000,0.0000,1,15.0864,-0.1079,3,48
66,15.0941,-0.1007,-2.3503,0.1054,1.7200,0.5000,15.0000,0.0000,2,15.0777,-0.1148,3,48
66,15.0941,-0.1007,-2.3503,0.1054,1.7200,0.5000,15.0000,0.0000,3,15.0674,-0.1217,3,48
66,15.0941,-0.1007,-2.3503,0.1054,1.7200,0.5000,15.0000,0.0000,4,15.0549,-0.1287,3,48
67,15.0864,-0.1079,-2.4303,0.1061,1.6400,0.5000,15.0000,0.0000,0,15.0864,-0.1079,4,64
67,15.0864,-0.1079,-2.4303,0.1061,1.6400,0.5000,15.0000,0.0000,1,15.0780,-0.1145,4,64
67,15.0864,-0.1079,-2.4303,0.1061,1.6400,0.5000,15.0000,0.0000,2,15.0687,-0.1207,4,64
67,15.0864,-0.1079,-2.4303,0.1061,1.6400,0.5000,15.0000,0.0000,3,15.0579,-0.1268,4,64
67,15.0864,-0.1079,-2.4303,0.1061,1.6400,0.5000,15.0000,0.0000,4,15.0449,-0.1328,4,64
68,15.0780,-0.1145,-2.5103,0.1067,1.5600,0.5000,15.0000,0.0000,0,15.0780,-0.1145,15,240
68,15.0780,-0.1145,-2.5103,0.1067,1.5600,0.5000,15.0000,0.0000,1,15.0691,-0.1205,15,240
68,15.0780,-0.1145,-2.5103,0.1067,1.5600,0.5000,15.0000,0.0000,2,15.0593,-0.1260,15,240
68,15.0780,-0.1145,-2.5103,0.1067,1.5600,0.5000,15.0000,0.0000,3,15.0480,-0.1312,15,240
68,15.0780,-0.1145,-2.5103,0.1067,1.5600,0.5000,15.0000,0.0000,4,15.0345,-0.1361,15,240
69,15.0691,-0.1205,-2.5903,0.1074,1.4800,0.5000,15.0000,0.0000,0,15.0691,-0.1205,4,64
69,15.0691,-0.1205,-2.5903,0.1074,1.4800,0.5000,15.0000,0.0000,1,15.0598,-0.1258,4,64
69,15.0691,-0.1205,-2.5903,0.1074,1.4800,0.5000,15.0000,0.0000,2,15.0495,-0.1305,4,64
69,15.0691,-0.1205,-2.5903,0.1074,1.4800,0.5000,15.0000,0.0000,3,15.0377,-0.1348,4,64
69,15.0691,-0.1205,-2.5903,0.1074,1.4800,0.5000,15.0000,0.0000,4,15.0238,-0.1386,4,64
70,15.0598,-0.1258,-2.6703,0.1079,1.4000,0.5000,15.0000,0.0000,0,15.0598,-0.1258,6,96
70,15.0598,-0.1258,-2.6703,0.1079,1.4000,0.5000,15.0000,0.0000,1,15.0499,-0.1303,6,96
70,15.0598,-0.1258,-2.6703,0.1079,1.4000,0.5000,15.0000,0.0000,2,15.0393,-0.1342,6,96
70,15.0598,-0.1258,-2.6703,0.1079,1.4000,0.5000,15.0000,0.0000,3,15.0271,-0.1375,6,96
70,15.0598,-0.1258,-2.6703,0.1079,1.4000,0.5000,15.0000,0.0000,4,15.0129,-0.1403,6,96
71,15.0499,-0.1303,-2.7503,0.1084,1.3200,0.5000,15.0000,0.0000,0,15.0499,-0.1303,5,80
71,15.0499,-0.1303,-2.7503,0.1084,1.3200,0.5000,15.0000,0.0000,1,15.0397,-0.1340,5,80
71,15.0499,-0.1303,-2.7503,0.1084,1.3200,0.5000,15.0000,0.0000,2,15.0288,-0.1371,5,80
71,15.0499,-0.1303,-2.7503,0.1084,1.3200,0.5000,15.0000,0.0000,3,15.0164,-0.1394,5,80
71,15.0499,-0.1303,-2.7503,0.1084,1.3200,0.5000,15.0000,0.0000,4,15.0019,-0.1410,5,80
72,15.0397,-0.1340,-2.8303,0.1089,1.2400,0.5000,15.0000,0.0000,0,15.0397,-0.1340,15,240
72,15.0397,-0.1340,-2.8303,0.1089,1.2400,0.5000,15.0000,0.0000,1,15.0292,-0.1369,15,240
72,15.0397,-0.1340,-2.8303,0.1089,1.2400,0.5000,15.0000,0.0000,2,15.0180,-0.1391,15,240
72,15.0397,-0.1340,-2.8303,0.1089,1.2400,0.5000,15.0000,0.0000,3,15.0054,-0.1405,15,240
72,15.0397,-0.1340,-2.8303,0.1089,1.2400,0.5000,15.0000,0.0000,4,14.9909,-0.1409,15,240
73,15.0292,-0.1369,-2.9103,0.1093,1.1600,0.5000,15.0000,0.0000,0,15.0292,-0.1369,3,48
73,15.0292,-0.1369,-2.9103,0.1093,1.1600,0.5000,15.0000,0.0000,1,15.0185,-0.1390,3,48
73,15.0292,-0.1369,-2.9103,0.1093,1.1600,0.5000,15.0000,0.0000,2,15.0071,-0.1403,3,48
73,15.0292,-0.1369,-2.9103,0.1093,1.1600,0.5000,15.0000,0.0000,3,14.9944,-0.1407,3,48
73,15.0292,-0.1369,-2.9103,0.1093,1.1600,0.5000,15.0000,0.0000,4,14.9798,-0.1399,3,48
74,15.0185,-0.1390,-2.9903,0.1097,1.0800,0.5000,15.0000,0.0000,0,15.0185,-0.1390,15,240
74,15.0185,-0.1390,-2.9903,0.1097,1.0800,0.5000,15.0000,0.0000,1,15.0075,-0.1402,15,240
74,15.0185,-0.1390,-2.9903,0.1097,1.0800,0.5000,15.0000,0.0000,2,14.9961,-0.1406,15,240
74,15.0185,-0.1390,-2.9903,0.1097,1.0800,0.5000,15.0000,0.0000,3,14.9833,-0.1400,15,240
74,15.0185,-0.1390,-2.9903,0.1097,1.0800,0.5000,15.0000,0.0000,4,14.9688,-0.1381,15,240
75,15.0075,-0.1402,-3.0703,0.1101,1.0000,0.5000,15.0000,0.0000,0,15.0075,-0.1402,4,64
75,15.0075,-0.1402,-3.0703,0.1101,1.0000,0.5000,15.0000,0.0000,1,14.9965,-0.1406,4,64
75,15.0075,-0.1402,-3.0703,0.1101,1.0000,0.5000,15.0000,0.0000,2,14.9850,-0.1400,4,64
75,15.0075,-0.1402,-3.0703,0.1101,1.0000,0.5000,15.0000,0.0000,3,14.9723,-0.1384,4,64
75,15.0075,-0.1402,-3.0703,0.1101,1.0000,0.5000,15.0000,0.0000,4,14.9580,-0.1353,4,64
76,14.9965,-0.1406,-3.1503,0.1104,0.9200,0.5000,15.0000,0.0000,0,14.9965,-0.1406,15,240
76,14.9965,-0.1406,-3.1503,0.1104,0.9200,0.5000,15.0000,0.0000,1,14.9855,-0.1400,15,240
76,14.9965,-0.1406,-3.1503,0.1104,0.9200,0.5000,15.0000,0.0000,2,14.9740,-0.1386,15,240
76,14.9965,-0.1406,-3.1503,0.1104,0.9200,0.5000,15.0000,0.0000,3,14.9615,-0.1359,15,240
76,14.9965,-0.1406,-3.1503,0.1104,0.9200,0.5000,15.0000,0.0000,4,14.9474,-0.1317,15,240
77,14.9855,-0.1400,-3.2303,0.1107,0.8400,0.5000,15.0000,0.0000,0,14.9855,-0.1400,5,80
77,14.9855,-0.1400,-3.2303,0.1107,0.8400,0.5000,15.0000,0.0000,1,14.9745,-0.1386,5,80
77,14.9855,-0.1400,-3.2303,0.1107,0.8400,0.5000,15.0000,0.0000,2,14.9632,-0.1362,5,80
77,14.9855,-0.1400,-3.2303,0.1107,0.8400,0.5000,15.0000,0.0000,3,14.9509,-0.1325,5,80
77,14.9855,-0.1400,-3.2303,0.1107,0.8400,0.5000,15.0000,0.0000,4,14.9372,-0.1272,5,80
78,14.9745,-0.1386,-3.3103,0.1110,0.7600,0.5000,15.0000,0.0000,0,14.9745,-0.1386,15,240
78,14.9745,-0.1386,-3.3103,0.1110,0.7600,0.5000,15.0000,0.0000,1,14.9636,-0.1363,15,240
78,14.9745,-0.1386,-3.3103,0.1110,0.7600,0.5000,15.0000,0.0000,2,14.9525,-0.1330,15,240
78,14.9745,-0.1386,-3.3103,0.1110,0.7600,0.5000,15.0000,0.0000,3,14.9405,-0.1284,15,240
78,14.9745,-0.1386,-3.3103,0.1110,0.7600,0.5000,15.0000,0.0000,4,14.9272,-0.1220,15,240
79,14.9636,-0.1363,-3.3903,0.1113,0.6800,0.5000,15.0000,0.0000,0,14.9636,-0.1363,15,240
79,14.9636,-0.1363,-3.3903,0.1113,0.6800,0.5000,15.0000,0.0000,1,14.9529,-0.1331,15,240
79,14.9636,-0.1363,-3.3903,0.1113,0.6800,0.5000,15.0000,0.0000,2,14.9421,-0.1289,15,240
79,14.9636,-0.1363,-3.3903,0.1113,0.6800,0.5000,15.0000,0.0000,3,14.9305,-0.1233,15,240
79,14.9636,-0.1363,-3.3903,0.1113,0.6800,0.5000,15.0000,0.0000,4,14.9178,-0.1159,15,240
