step,weight_type,mode,weight,true_mode
59,FREQUENCY,constant_velocity,0.333333,decelerating
59,FREQUENCY,decelerating,0.333333,decelerating
59,FREQUENCY,lane_change_left,0.000000,decelerating
59,FREQUENCY,lane_change_right,0.000000,decelerating
59,FREQUENCY,turn_left,0.333333,decelerating
59,FREQUENCY,turn_right,0.000000,decelerating
0,RECENCY,constant_velocity,1.000000,constant_velocity
0,RECENCY,decelerating,0.000000,constant_velocity
0,RECENCY,lane_change_left,0.000000,constant_velocity
0,RECENCY,lane_change_right,0.000000,constant_velocity
0,RECENCY,turn_left,0.000000,constant_velocity
0,RECENCY,turn_right,0.000000,constant_velocity
1,RECENCY,constant_velocity,1.000000,constant_velocity
1,RECENCY,decelerating,0.000000,constant_velocity
1,RECENCY,lane_change_left,0.000000,constant_velocity
1,RECENCY,lane_change_right,0.000000,constant_velocity
1,RECENCY,turn_left,0.000000,constant_velocity
1,RECENCY,turn_right,0.000000,constant_velocity
2,RECENCY,constant_velocity,1.000000,constant_velocity
2,RECENCY,decelerating,0.000000,constant_velocity
2,RECENCY,lane_change_left,0.000000,constant_velocity
2,RECENCY,lane_change_right,0.000000,constant_velocity
2,RECENCY,turn_left,0.000000,constant_velocity
2,RECENCY,turn_right,0.000000,constant_velocity
3,RECENCY,constant_velocity,1.000000,constant_velocity
3,RECENCY,decelerating,0.000000,constant_velocity
3,RECENCY,lane_change_left,0.000000,constant_velocity
3,RECENCY,lane_change_right,0.000000,constant_velocity
3,RECENCY,turn_left,0.000000,constant_velocity
3,RECENCY,turn_right,0.000000,constant_velocity
4,RECENCY,constant_velocity,1.000000,constant_velocity
4,RECENCY,decelerating,0.000000,constant_velocity
4,RECENCY,lane_change_left,0.000000,constant_velocity
4,RECENCY,lane_change_right,0.000000,constant_velocity
4,RECENCY,turn_left,0.000000,constant_velocity
4,RECENCY,turn_right,0.000000,constant_velocity
5,RECENCY,constant_velocity,1.000000,constant_velocity
5,RECENCY,decelerating,0.000000,constant_velocity
5,RECENCY,lane_change_left,0.000000,constant_velocity
5,RECENCY,lane_change_right,0.000000,constant_velocity
5,RECENCY,turn_left,0.000000,constant_velocity
5,RECENCY,turn_right,0.000000,constant_velocity
6,RECENCY,constant_velocity,1.000000,constant_velocity
6,RECENCY,decelerating,0.000000,constant_velocity
6,RECENCY,lane_change_left,0.000000,constant_velocity
6,RECENCY,lane_change_right,0.000000,constant_velocity
6,RECENCY,turn_left,0.000000,constant_velocity
6,RECENCY,turn_right,0.000000,constant_velocity
7,RECENCY,constant_velocity,1.000000,constant_velocity
7,RECENCY,decelerating,0.000000,constant_velocity
7,RECENCY,lane_change_left,0.000000,constant_velocity
7,RECENCY,lane_change_right,0.000000,constant_velocity
7,RECENCY,turn_left,0.000000,constant_velocity
7,RECENCY,turn_right,0.000000,constant_velocity
8,RECENCY,constant_velocity,1.000000,constant_velocity
8,RECENCY,decelerating,0.000000,constant_velocity
8,RECENCY,lane_change_left,0.000000,constant_velocity
8,RECENCY,lane_change_right,0.000000,constant_velocity
8,RECENCY,turn_left,0.000000,constant_velocity
8,RECENCY,turn_right,0.000000,constant_velocity
9,RECENCY,constant_velocity,1.000000,constant_velocity
9,RECENCY,decelerating,0.000000,constant_velocity
9,RECENCY,lane_change_left,0.000000,constant_velocity
9,RECENCY,lane_change_right,0.000000,constant_velocity
9,RECENCY,turn_left,0.000000,constant_velocity
9,RECENCY,turn_right,0.000000,constant_velocity
10,RECENCY,constant_velocity,1.000000,constant_velocity
10,RECENCY,decelerating,0.000000,constant_velocity
10,RECENCY,lane_change_left,0.000000,constant_velocity
10,RECENCY,lane_change_right,0.000000,constant_velocity
10,RECENCY,turn_left,0.000000,constant_velocity
10,RECENCY,turn_right,0.000000,constant_velocity
11,RECENCY,constant_velocity,1.000000,constant_velocity
11,RECENCY,decelerating,0.000000,constant_velocity
11,RECENCY,lane_change_left,0.000000,constant_velocity
11,RECENCY,lane_change_right,0.000000,constant_velocity
11,RECENCY,turn_left,0.000000,constant_velocity
11,RECENCY,turn_right,0.000000,constant_velocity
12,RECENCY,constant_velocity,1.000000,constant_velocity
12,RECENCY,decelerating,0.000000,constant_velocity
12,RECENCY,lane_change_left,0.000000,constant_velocity
12,RECENCY,lane_change_right,0.000000,constant_velocity
12,RECENCY,turn_left,0.000000,constant_velocity
12,RECENCY,turn_right,0.000000,constant_velocity
13,RECENCY,constant_velocity,1.000000,constant_velocity
13,RECENCY,decelerating,0.000000,constant_velocity
13,RECENCY,lane_change_left,0.000000,constant_velocity
13,RECENCY,lane_change_right,0.000000,constant_velocity
13,RECENCY,turn_left,0.000000,constant_velocity
13,RECENCY,turn_right,0.000000,constant_velocity
14,RECENCY,constant_velocity,1.000000,constant_velocity
14,RECENCY,decelerating,0.000000,constant_velocity
14,RECENCY,lane_change_left,0.000000,constant_velocity
14,RECENCY,lane_change_right,0.000000,constant_velocity
14,RECENCY,turn_left,0.000000,constant_velocity
14,RECENCY,turn_right,0.000000,constant_velocity
15,RECENCY,constant_velocity,1.000000,constant_velocity
15,RECENCY,decelerating,0.000000,constant_velocity
15,RECENCY,lane_change_left,0.000000,constant_velocity
15,RECENCY,lane_change_right,0.000000,constant_velocity
15,RECENCY,turn_left,0.000000,constant_velocity
15,RECENCY,turn_right,0.000000,constant_velocity
16,RECENCY,constant_velocity,1.000000,constant_velocity
16,RECENCY,decelerating,0.000000,constant_velocity
16,RECENCY,lane_change_left,0.000000,constant_velocity
16,RECENCY,lane_change_right,0.000000,constant_velocity
16,RECENCY,turn_left,0.000000,constant_velocity
16,RECENCY,turn_right,0.000000,constant_velocity
17,RECENCY,constant_velocity,1.000000,constant_velocity
17,RECENCY,decelerating,0.000000,constant_velocity
17,RECENCY,lane_change_left,0.000000,constant_velocity
17,RECENCY,lane_change_right,0.000000,constant_velocity
17,RECENCY,turn_left,0.000000,constant_velocity
17,RECENCY,turn_right,0.000000,constant_velocity
18,RECENCY,constant_velocity,1.000000,constant_velocity
18,RECENCY,decelerating,0.000000,constant_velocity
18,RECENCY,lane_change_left,0.000000,constant_velocity
18,RECENCY,lane_change_right,0.000000,constant_velocity
18,RECENCY,turn_left,0.000000,constant_velocity
18,RECENCY,turn_right,0.000000,constant_velocity
19,RECENCY,constant_velocity,1.000000,constant_velocity
19,RECENCY,decelerating,0.000000,constant_velocity
19,RECENCY,lane_change_left,0.000000,constant_velocity
19,RECENCY,lane_change_right,0.000000,constant_velocity
19,RECENCY,turn_left,0.000000,constant_velocity
19,RECENCY,turn_right,0.000000,constant_velocity
20,RECENCY,constant_velocity,0.844890,turn_left
20,RECENCY,decelerating,0.000000,turn_left
20,RECENCY,lane_change_left,0.000000,turn_left
20,RECENCY,lane_change_right,0.000000,turn_left
20,RECENCY,turn_left,0.155110,turn_left
20,RECENCY,turn_right,0.000000,turn_left
21,RECENCY,constant_velocity,0.714505,turn_left
21,RECENCY,decelerating,0.000000,turn_left
21,RECENCY,lane_change_left,0.000000,turn_left
21,RECENCY,lane_change_right,0.000000,turn_left
21,RECENCY,turn_left,0.285495,turn_left
21,RECENCY,turn_right,0.000000,turn_left
22,RECENCY,constant_velocity,0.604716,turn_left
22,RECENCY,decelerating,0.000000,turn_left
22,RECENCY,lane_change_left,0.000000,turn_left
22,RECENCY,lane_change_right,0.000000,turn_left
22,RECENCY,turn_left,0.395284,turn_left
22,RECENCY,turn_right,0.000000,turn_left
23,RECENCY,constant_velocity,0.512135,turn_left
23,RECENCY,decelerating,0.000000,turn_left
23,RECENCY,lane_change_left,0.000000,turn_left
23,RECENCY,lane_change_right,0.000000,turn_left
23,RECENCY,turn_left,0.487865,turn_left
23,RECENCY,turn_right,0.000000,turn_left
24,RECENCY,constant_velocity,0.433971,turn_left
24,RECENCY,decelerating,0.000000,turn_left
24,RECENCY,lane_change_left,0.000000,turn_left
24,RECENCY,lane_change_right,0.000000,turn_left
24,RECENCY,turn_left,0.566029,turn_left
24,RECENCY,turn_right,0.000000,turn_left
25,RECENCY,constant_velocity,0.367910,turn_left
25,RECENCY,decelerating,0.000000,turn_left
25,RECENCY,lane_change_left,0.000000,turn_left
25,RECENCY,lane_change_right,0.000000,turn_left
25,RECENCY,turn_left,0.632090,turn_left
25,RECENCY,turn_right,0.000000,turn_left
26,RECENCY,constant_velocity,0.312029,turn_left
26,RECENCY,decelerating,0.000000,turn_left
26,RECENCY,lane_change_left,0.000000,turn_left
26,RECENCY,lane_change_right,0.000000,turn_left
26,RECENCY,turn_left,0.687971,turn_left
26,RECENCY,turn_right,0.000000,turn_left
27,RECENCY,constant_velocity,0.264725,turn_left
27,RECENCY,decelerating,0.000000,turn_left
27,RECENCY,lane_change_left,0.000000,turn_left
27,RECENCY,lane_change_right,0.000000,turn_left
27,RECENCY,turn_left,0.735275,turn_left
27,RECENCY,turn_right,0.000000,turn_left
28,RECENCY,constant_velocity,0.224656,turn_left
28,RECENCY,decelerating,0.000000,turn_left
28,RECENCY,lane_change_left,0.000000,turn_left
28,RECENCY,lane_change_right,0.000000,turn_left
28,RECENCY,turn_left,0.775344,turn_left
28,RECENCY,turn_right,0.000000,turn_left
29,RECENCY,constant_velocity,0.190699,turn_left
29,RECENCY,decelerating,0.000000,turn_left
29,RECENCY,lane_change_left,0.000000,turn_left
29,RECENCY,lane_change_right,0.000000,turn_left
29,RECENCY,turn_left,0.809301,turn_left
29,RECENCY,turn_right,0.000000,turn_left
30,RECENCY,constant_velocity,0.161907,turn_left
30,RECENCY,decelerating,0.000000,turn_left
30,RECENCY,lane_change_left,0.000000,turn_left
30,RECENCY,lane_change_right,0.000000,turn_left
30,RECENCY,turn_left,0.838093,turn_left
30,RECENCY,turn_right,0.000000,turn_left
31,RECENCY,constant_velocity,0.137487,turn_left
31,RECENCY,decelerating,0.000000,turn_left
31,RECENCY,lane_change_left,0.000000,turn_left
31,RECENCY,lane_change_right,0.000000,turn_left
31,RECENCY,turn_left,0.862513,turn_left
31,RECENCY,turn_right,0.000000,turn_left
32,RECENCY,constant_velocity,0.116766,turn_left
32,RECENCY,decelerating,0.000000,turn_left
32,RECENCY,lane_change_left,0.000000,turn_left
32,RECENCY,lane_change_right,0.000000,turn_left
32,RECENCY,turn_left,0.883234,turn_left
32,RECENCY,turn_right,0.000000,turn_left
33,RECENCY,constant_velocity,0.099181,turn_left
33,RECENCY,decelerating,0.000000,turn_left
33,RECENCY,lane_change_left,0.000000,turn_left
33,RECENCY,lane_change_right,0.000000,turn_left
33,RECENCY,turn_left,0.900819,turn_left
33,RECENCY,turn_right,0.000000,turn_left
34,RECENCY,constant_velocity,0.084254,turn_left
34,RECENCY,decelerating,0.000000,turn_left
34,RECENCY,lane_change_left,0.000000,turn_left
34,RECENCY,lane_change_right,0.000000,turn_left
34,RECENCY,turn_left,0.915746,turn_left
34,RECENCY,turn_right,0.000000,turn_left
35,RECENCY,constant_velocity,0.071579,turn_left
35,RECENCY,decelerating,0.000000,turn_left
35,RECENCY,lane_change_left,0.000000,turn_left
35,RECENCY,lane_change_right,0.000000,turn_left
35,RECENCY,turn_left,0.928421,turn_left
35,RECENCY,turn_right,0.000000,turn_left
36,RECENCY,constant_velocity,0.060816,turn_left
36,RECENCY,decelerating,0.000000,turn_left
36,RECENCY,lane_change_left,0.000000,turn_left
36,RECENCY,lane_change_right,0.000000,turn_left
36,RECENCY,turn_left,0.939184,turn_left
36,RECENCY,turn_right,0.000000,turn_left
37,RECENCY,constant_velocity,0.051675,turn_left
37,RECENCY,decelerating,0.000000,turn_left
37,RECENCY,lane_change_left,0.000000,turn_left
37,RECENCY,lane_change_right,0.000000,turn_left
37,RECENCY,turn_left,0.948325,turn_left
37,RECENCY,turn_right,0.000000,turn_left
38,RECENCY,constant_velocity,0.043910,turn_left
38,RECENCY,decelerating,0.000000,turn_left
38,RECENCY,lane_change_left,0.000000,turn_left
38,RECENCY,lane_change_right,0.000000,turn_left
38,RECENCY,turn_left,0.956090,turn_left
38,RECENCY,turn_right,0.000000,turn_left
39,RECENCY,constant_velocity,0.037313,turn_left
39,RECENCY,decelerating,0.000000,turn_left
39,RECENCY,lane_change_left,0.000000,turn_left
39,RECENCY,lane_change_right,0.000000,turn_left
39,RECENCY,turn_left,0.962687,turn_left
39,RECENCY,turn_right,0.000000,turn_left
40,RECENCY,constant_velocity,0.031709,decelerating
40,RECENCY,decelerating,0.150192,decelerating
40,RECENCY,lane_change_left,0.000000,decelerating
40,RECENCY,lane_change_right,0.000000,decelerating
40,RECENCY,turn_left,0.818099,decelerating
40,RECENCY,turn_right,0.000000,decelerating
41,RECENCY,constant_velocity,0.026948,decelerating
41,RECENCY,decelerating,0.277802,decelerating
41,RECENCY,lane_change_left,0.000000,decelerating
41,RECENCY,lane_change_right,0.000000,decelerating
41,RECENCY,turn_left,0.695251,decelerating
41,RECENCY,turn_right,0.000000,decelerating
42,RECENCY,constant_velocity,0.022902,decelerating
42,RECENCY,decelerating,0.386231,decelerating
42,RECENCY,lane_change_left,0.000000,decelerating
42,RECENCY,lane_change_right,0.000000,decelerating
42,RECENCY,turn_left,0.590867,decelerating
42,RECENCY,turn_right,0.000000,decelerating
43,RECENCY,constant_velocity,0.019464,decelerating
43,RECENCY,decelerating,0.478369,decelerating
43,RECENCY,lane_change_left,0.000000,decelerating
43,RECENCY,lane_change_right,0.000000,decelerating
43,RECENCY,turn_left,0.502167,decelerating
43,RECENCY,turn_right,0.000000,decelerating
44,RECENCY,constant_velocity,0.016542,decelerating
44,RECENCY,decelerating,0.556666,decelerating
44,RECENCY,lane_change_left,0.000000,decelerating
44,RECENCY,lane_change_right,0.000000,decelerating
44,RECENCY,turn_left,0.426792,decelerating
44,RECENCY,turn_right,0.000000,decelerating
45,RECENCY,constant_velocity,0.014060,decelerating
45,RECENCY,decelerating,0.623204,decelerating
45,RECENCY,lane_change_left,0.000000,decelerating
45,RECENCY,lane_change_right,0.000000,decelerating
45,RECENCY,turn_left,0.362737,decelerating
45,RECENCY,turn_right,0.000000,decelerating
46,RECENCY,constant_velocity,0.011950,decelerating
46,RECENCY,decelerating,0.679750,decelerating
46,RECENCY,lane_change_left,0.000000,decelerating
46,RECENCY,lane_change_right,0.000000,decelerating
46,RECENCY,turn_left,0.308300,decelerating
46,RECENCY,turn_right,0.000000,decelerating
47,RECENCY,constant_velocity,0.010156,decelerating
47,RECENCY,decelerating,0.727807,decelerating
47,RECENCY,lane_change_left,0.000000,decelerating
47,RECENCY,lane_change_right,0.000000,decelerating
47,RECENCY,turn_left,0.262036,decelerating
47,RECENCY,turn_right,0.000000,decelerating
48,RECENCY,constant_velocity,0.008632,decelerating
48,RECENCY,decelerating,0.768651,decelerating
48,RECENCY,lane_change_left,0.000000,decelerating
48,RECENCY,lane_change_right,0.000000,decelerating
48,RECENCY,turn_left,0.222717,decelerating
48,RECENCY,turn_right,0.000000,decelerating
49,RECENCY,constant_velocity,0.007337,decelerating
49,RECENCY,decelerating,0.803363,decelerating
49,RECENCY,lane_change_left,0.000000,decelerating
49,RECENCY,lane_change_right,0.000000,decelerating
49,RECENCY,turn_left,0.189300,decelerating
49,RECENCY,turn_right,0.000000,decelerating
50,RECENCY,constant_velocity,0.006236,decelerating
50,RECENCY,decelerating,0.832866,decelerating
50,RECENCY,lane_change_left,0.000000,decelerating
50,RECENCY,lane_change_right,0.000000,decelerating
50,RECENCY,turn_left,0.160898,decelerating
50,RECENCY,turn_right,0.000000,decelerating
51,RECENCY,constant_velocity,0.005301,decelerating
51,RECENCY,decelerating,0.857942,decelerating
51,RECENCY,lane_change_left,0.000000,decelerating
51,RECENCY,lane_change_right,0.000000,decelerating
51,RECENCY,turn_left,0.136758,decelerating
51,RECENCY,turn_right,0.000000,decelerating
52,RECENCY,constant_velocity,0.004505,decelerating
52,RECENCY,decelerating,0.879254,decelerating
52,RECENCY,lane_change_left,0.000000,decelerating
52,RECENCY,lane_change_right,0.000000,decelerating
52,RECENCY,turn_left,0.116240,decelerating
52,RECENCY,turn_right,0.000000,decelerating
53,RECENCY,constant_velocity,0.003830,decelerating
53,RECENCY,decelerating,0.897369,decelerating
53,RECENCY,lane_change_left,0.000000,decelerating
53,RECENCY,lane_change_right,0.000000,decelerating
53,RECENCY,turn_left,0.098802,decelerating
53,RECENCY,turn_right,0.000000,decelerating
54,RECENCY,constant_velocity,0.003255,decelerating
54,RECENCY,decelerating,0.912766,decelerating
54,RECENCY,lane_change_left,0.000000,decelerating
54,RECENCY,lane_change_right,0.000000,decelerating
54,RECENCY,turn_left,0.083979,decelerating
54,RECENCY,turn_right,0.000000,decelerating
55,RECENCY,constant_velocity,0.002767,decelerating
55,RECENCY,decelerating,0.925852,decelerating
55,RECENCY,lane_change_left,0.000000,decelerating
55,RECENCY,lane_change_right,0.000000,decelerating
55,RECENCY,turn_left,0.071381,decelerating
55,RECENCY,turn_right,0.000000,decelerating
56,RECENCY,constant_velocity,0.002352,decelerating
56,RECENCY,decelerating,0.936975,decelerating
56,RECENCY,lane_change_left,0.000000,decelerating
56,RECENCY,lane_change_right,0.000000,decelerating
56,RECENCY,turn_left,0.060673,decelerating
56,RECENCY,turn_right,0.000000,decelerating
57,RECENCY,constant_velocity,0.001999,decelerating
57,RECENCY,decelerating,0.946430,decelerating
57,RECENCY,lane_change_left,0.000000,decelerating
57,RECENCY,lane_change_right,0.000000,decelerating
57,RECENCY,turn_left,0.051571,decelerating
57,RECENCY,turn_right,0.000000,decelerating
58,RECENCY,constant_velocity,0.001699,decelerating
58,RECENCY,decelerating,0.954466,decelerating
58,RECENCY,lane_change_left,0.000000,decelerating
58,RECENCY,lane_change_right,0.000000,decelerating
58,RECENCY,turn_left,0.043835,decelerating
58,RECENCY,turn_right,0.000000,decelerating
59,RECENCY,constant_velocity,0.001444,decelerating
59,RECENCY,decelerating,0.961296,decelerating
59,RECENCY,lane_change_left,0.000000,decelerating
59,RECENCY,lane_change_right,0.000000,decelerating
59,RECENCY,turn_left,0.037259,decelerating
59,RECENCY,turn_right,0.000000,decelerating
